0.0, -7.888609052210118e-31
0.0, -7.888609052210118e-31
0.1, -1.1192412003896703
0.2, -2.2039637551434708
0.3, -3.224092240439241
0.4, -4.1577117153107785
0.5, -4.992072264525376
0.6, -5.723022412379929
0.7, -6.353239216435886
0.8, -6.889968189792586
0.9, -7.342942367590336
1.0, -7.722848250844491
1.1, -8.040209671955518
1.2, -8.304756335791506
1.3, -8.525120569880814
1.4, -8.708750925165594
1.5, -8.861953365271924
1.6, -8.989997843029716
1.7, -9.09725073126381
1.8, -9.187310061897398
1.9, -9.263131470049355
2.0, -9.32713949848837
2.1, -9.381322814482713
2.2, -9.42731395931278
2.3, -9.466455214761789
2.4, -9.499852504276587
2.5, -9.528419243216083
2.6, -9.552911887278182
2.7, -9.573958699851413
2.8, -9.592083029974496
2.9, -9.607722489020821
3.0, -9.621243539145368
3.1, -9.632954383332416
3.2, -9.643115273438866
3.3, -9.651943855666378
3.4, -9.659626023600115
3.5, -9.6663199369654
3.6, -9.672160392945438
3.7, -9.67726260637932
3.8, -9.681725056582387
3.9, -9.685632308481084
4.0, -9.689056945215269
4.1, -9.692061430996018
4.2, -9.694699657595727
4.3, -9.697018215334701
4.4, -9.699058207119432
4.5, -9.700853763107444
4.6, -9.702434970093488
4.7, -9.703828398534986
4.8, -9.705057196395126
4.9, -9.706141526118081
5.0, -9.70709896286833
5.1, -9.707944843976641
5.2, -9.708692570627868
5.3, -9.709353866699185
5.4, -9.709939000551362
5.5, -9.71045697529095
5.6, -9.710915692341135
5.7, -9.711322092418172
5.8, -9.711682277333411
5.9, -9.712001615465581
6.0, -9.712284833275149
6.1, -9.71253609484553
6.2, -9.712759071122687
6.3, -9.71295700026719
6.4, -9.713132740321873
6.5, -9.713288815222228
6.6, -9.713427455030459
6.7, -9.713550631150127
6.8, -9.713660087173938
6.9, -9.713757365928025
7.0, -9.713843833200066
7.1, -9.71392069857338
7.2, -9.713989033733014
7.3, -9.714049788561788
7.4, -9.714103805302466
7.5, -9.714151831026665
7.6, -9.714194528619474
7.7, -9.714232486462624
7.8, -9.714266226975145
7.9, -9.714296214150654
8.0, -9.714322860212604
8.1, -9.714346531493879
8.2, -9.714367553633696
8.3, -9.714386216173121
8.4, -9.714402776620938
8.5, -9.71441746405225
8.6, -9.71443048229495
8.7, -9.714442012752423
8.8, -9.71445221690494
8.9, -9.714461238527164
9.0, -9.714469205654671
9.1, -9.714476232328536
9.2, -9.714482420143423
9.3, -9.71448785962196
9.4, -9.714492631435002
9.5, -9.714496807485578
9.6, -9.714500451871904
9.7, -9.714503621743239
9.8, -9.714506368060706
9.9, -9.714508736273794
10.0, -9.714510766921958
